Fire Name,Year,Fire_ID,Fire_SegID,Database,State,UTM_Zone,UTM_X,UTM_Y,Response,StormDate,GaugeDist_m,StormStart,StormEnd,StormDur_H,StormAccum_mm,StormAvgI_mm/h,Peak_I15_mm/h,Peak_I30_mm/h,Peak_I60_mm/h,ContributingArea_km2,PropHM23,dNBR/1000,KF,Acc015_mm,Acc030_mm,Acc060_mm
Grand Prix - Old,2003,gpo,gpo_5416,Training,CA,11,452663.9877,3789812.593,1,2003-12-25 00:00:00,1040.99,2003-12-24 22:45:00,2003-12-26 00:09:00,25.4,178.56,7.03,46.74,46.23,40.89,0.1812,0.669066391,0.47775592,0.12761,11.685,23.115,40.89
Grand Prix - Old,2003,gpo,gpo_5531,Training,CA,11,461513.9877,3789652.593,1,2003-12-25 00:00:00,2022.72,2003-12-24 18:55:00,2003-12-25 18:40:00,23.833333,148.336,6.223888,28.448,22.352,22.352,0.5961444,0.704802933,0.424856628,0.18,7.112,11.176,22.352
Grand Prix - Old,2003,gpo,gpo_5575,Training,CA,11,461333.9877,3789687.593,1,2003-12-25 00:00:00,2213.11,2003-12-24 18:55:00,2003-12-25 18:40:00,23.833333,148.336,6.223888,28.448,22.352,22.352,0.3405046,0.672299805,0.523382507,0.1799998,7.112,11.176,22.352
Grand Prix - Old,2003,gpo,gpo_5589,Training,CA,11,459813.9877,3789577.593,0,2003-12-25 00:00:00,2755.91,2003-12-24 22:18:00,2003-12-25 23:40:00,25.383,214.12,8.44,49.78,39.12,31.5,0.8908929,0.202232418,0.226586609,0.1800891,12.445,19.56,31.5
Grand Prix - Old,2003,gpo,gpo_5835,Training,CA,11,452476.4877,3789610.093,1,2003-12-25 00:00:00,1004.41,2003-12-24 22:45:00,2003-12-26 00:09:00,25.4,178.56,7.03,46.74,46.23,40.89,0.3171391,0.630147247,0.499532074,0.1834688,11.685,23.115,40.89
Grand Prix - Old,2003,gpo,gpo_6043,Training,CA,11,462483.9877,3788967.593,0,2003-12-25 00:00:00,1210.92,2003-12-24 18:55:00,2003-12-25 18:40:00,23.833333,148.336,6.223888,28.448,22.352,22.352,2.33515,0.668269424,0.486823975,0.1799999,7.112,11.176,22.352
Grand Prix - Old,2003,gpo,gpo_6233,Training,CA,11,462923.9877,3788577.593,1,2003-12-25 00:00:00,1221.58,2003-12-24 18:55:00,2003-12-25 18:40:00,23.833333,148.336,6.223888,28.448,22.352,22.352,2.3241167,0.781867371,0.53032019,0.1799999,7.112,11.176,22.352
Grand Prix - Old,2003,gpo,gpo_6402,Training,CA,11,455533.9877,3788297.593,1,2003-12-25 00:00:00,662.146281,2003-12-24 18:05:00,2003-12-25 18:55:00,24.916667,148.082,5.94309,32.512,28.448,25.4,0.98453,0.464139633,0.411364197,0.1979263,8.128,14.224,25.4
Grand Prix - Old,2003,gpo,gpo_6426,Training,CA,11,456076.4877,3788515.093,1,2003-12-25 00:00:00,1363.55,2003-12-24 18:05:00,2003-12-25 18:55:00,24.916667,148.082,5.94309,32.512,28.448,25.4,1.14368,0.494300652,0.424045349,0.1199999,8.128,14.224,25.4
Grand Prix - Old,2003,gpo,gpo_6639,Training,CA,11,455123.9877,3787927.593,1,2003-12-25 00:00:00,100.195805,2003-12-24 18:05:00,2003-12-25 18:55:00,24.916667,148.082,5.94309,32.512,28.448,25.4,0.52822,0.626009483,0.562680908,0.1863924,8.128,14.224,25.4
Grand Prix - Old,2003,gpo,gpo_6662,Training,CA,11,453523.9877,3788047.593,1,2003-12-25 00:00:00,1907.23,2003-12-24 18:05:00,2003-12-25 18:55:00,24.916667,148.082,5.94309,32.512,28.448,25.4,1.4115,0.506155815,0.402054169,0.1812862,8.128,14.224,25.4
Grand Prix - Old,2003,gpo,gpo_6723,Training,CA,11,453283.9877,3787917.593,1,2003-12-25 00:00:00,2187.75,2003-12-24 18:05:00,2003-12-25 18:55:00,24.916667,148.082,5.94309,32.512,28.448,25.4,1.464709,0.564409027,0.508159699,0.1800047,8.128,14.224,25.4
Grand Prix - Old,2003,gpo,gpo_6766,Training,CA,11,454521.4877,3787915.093,1,2003-12-25 00:00:00,677.814009,2003-12-24 18:05:00,2003-12-25 18:55:00,24.916667,148.082,5.94309,32.512,28.448,25.4,1.2099948,0.499749794,0.427309998,0.180879,8.128,14.224,25.4
Grand Prix - Old,2003,gpo,gpo_6774,Training,CA,11,463973.9877,3788082.593,1,2003-12-25 00:00:00,1798.74,2003-12-24 23:19:00,2003-12-25 22:22:00,23.067,99.31,4.31,23.37,18.29,13.72,1.8019739,0.820819321,0.492897888,0.1799999,5.8425,9.145,13.72
Grand Prix - Old,2003,gpo,gpo_6817,Training,CA,11,456481.4877,3788170.093,1,2003-12-25 00:00:00,1712.38,2003-12-24 18:05:00,2003-12-25 18:55:00,24.916667,148.082,5.94309,32.512,28.448,25.4,1.0189474,0.572999115,0.477294586,0.1199999,8.128,14.224,25.4
Grand Prix - Old,2003,gpo,gpo_6854,Training,CA,11,465691.4877,3787830.093,1,2003-12-25 00:00:00,831.130433,2003-12-24 23:19:00,2003-12-25 22:22:00,23.067,99.31,4.31,23.37,18.29,13.72,3.941865,0.63675602,0.475109192,0.1800002,5.8425,9.145,13.72
Grand Prix - Old,2003,gpo,gpo_7122,Training,CA,11,452611.4877,3787695.093,1,2003-12-25 00:00:00,3024.98,2003-12-24 18:05:00,2003-12-25 18:55:00,24.916667,148.082,5.94309,32.512,28.448,25.4,0.57144,0.661195602,0.461627197,0.18,8.128,14.224,25.4
Grand Prix - Old,2003,gpo,gpo_7149,Training,CA,11,465798.9877,3787557.593,1,2003-12-25 00:00:00,678.717607,2003-12-24 23:19:00,2003-12-25 22:22:00,23.067,99.31,4.31,23.37,18.29,13.72,0.22636,0.373227959,0.364474548,0.1276616,5.8425,9.145,13.72
Grand Prix - Old,2003,gpo,gpo_7477,Training,CA,11,460551.4877,3787400.093,1,2003-12-25 00:00:00,2093.97,2003-12-24 18:55:00,2003-12-25 18:40:00,23.833333,148.336,6.223888,28.448,22.352,22.352,0.3814636,0.515456009,0.481836975,0.1763332,7.112,11.176,22.352
Grand Prix - Old,2003,gpo,gpo_7579,Training,CA,11,464633.9877,3787402.593,1,2003-12-25 00:00:00,810.599356,2003-12-24 23:19:00,2003-12-25 22:22:00,23.067,99.31,4.31,23.37,18.29,13.72,0.290687,0.570329628,0.412358734,0.1799999,5.8425,9.145,13.72
Grand Prix - Old,2003,gpo,gpo_7683,Training,CA,11,457116.4877,3787390.093,1,2003-12-25 00:00:00,1370.46,2003-12-24 22:18:00,2003-12-25 23:40:00,25.383,214.12,8.44,49.78,39.12,31.5,0.3540722,0.456125336,0.440223908,0.1200124,12.445,19.56,31.5
Grand Prix - Old,2003,gpo,gpo_7710,Training,CA,11,456333.9877,3787587.593,1,2003-12-25 00:00:00,1598.13,2003-12-24 18:05:00,2003-12-25 18:55:00,24.916667,148.082,5.94309,32.512,28.448,25.4,0.8104833,0.76161644,0.674695923,0.1815308,8.128,14.224,25.4
Grand Prix - Old,2003,gpo,gpo_7762,Training,CA,11,457203.9877,3787087.593,1,2003-12-25 00:00:00,1692.67,2003-12-24 21:50:00,2003-12-25 19:35:00,21.833333,67.056,3.071267,16.256,16.256,14.224,0.4522046,0.474586525,0.466946167,0.1435332,4.064,8.128,14.224
Grand Prix - Old,2003,gpo,gpo_7787,Training,CA,11,472773.9877,3787237.593,1,2003-12-25 00:00:00,2118.87,2003-12-25 00:45:00,2003-12-26 01:40:00,25.0,121.412,4.85648,88.392,50.292,30.226,1.204815,0.187356396,0.228564255,0.1814776,22.098,25.146,30.226
Grand Prix - Old,2003,gpo,gpo_7921,Training,CA,11,460708.9877,3786967.593,0,2003-12-25 00:00:00,1954.03,2003-12-24 18:40:00,2003-12-25 19:09:00,24.5,107.95,4.41,36.58,20.83,17.27,0.4287238,0.414595871,0.419772125,0.18,9.145,10.415,17.27
Grand Prix - Old,2003,gpo,gpo_8281,Training,CA,11,473383.9877,3786712.593,1,2003-12-25 00:00:00,2842.09,2003-12-25 00:45:00,2003-12-26 01:40:00,25.0,121.412,4.85648,88.392,50.292,30.226,0.54544,0.627164841,0.415715637,0.1799999,22.098,25.146,30.226
Grand Prix - Old,2003,gpo,gpo_8383,Training,CA,11,456973.9877,3786597.593,1,2003-12-25 00:00:00,1449.52,2003-12-24 21:50:00,2003-12-25 19:35:00,21.833333,67.056,3.071267,16.256,16.256,14.224,0.5967381,0.817290573,0.600071167,0.1817058,4.064,8.128,14.224
Grand Prix - Old,2003,gpo,gpo_9136,Training,CA,11,457228.9877,3786162.593,1,2003-12-25 00:00:00,899.9705,2003-12-24 21:50:00,2003-12-25 19:35:00,21.833333,67.056,3.071267,16.256,16.256,14.224,0.080145,0.682106857,0.435579895,0.1802551,4.064,8.128,14.224
Grand Prix - Old,2003,gpo,gpo_9626,Training,CA,11,461886.4877,3785820.093,0,2003-12-25 00:00:00,264.856755,2003-12-24 18:40:00,2003-12-25 19:09:00,24.5,107.95,4.41,36.58,20.83,17.27,0.82177,0.33444973,0.384677277,0.1800001,9.145,10.415,17.27
Grand Prix - Old,2003,gpo,gpo_9684,Training,CA,11,466978.9877,3785742.593,0,2003-12-25 00:00:00,1258.1,2003-12-24 20:50:00,2003-12-25 18:45:00,22.0,41.656,1.893455,12.192,6.096,5.08,1.2893749,0.515008659,0.355510376,0.122628,3.048,3.048,5.08
Grand Prix - Old,2003,gpo,gpo_9891,Training,CA,11,457833.9877,3785592.593,1,2003-12-25 00:00:00,574.25558,2003-12-24 21:50:00,2003-12-25 19:35:00,21.833333,67.056,3.071267,16.256,16.256,14.224,5.4229784,0.735277252,0.456020569,0.1788878,4.064,8.128,14.224
Harris,2007,har,har_69,Training,CA,11,504979.3762,3620315.314,0,2008-01-28 00:00:00,3456.81,2008-01-28 06:06:00,2008-01-28 12:17:00,6.2,5.33,0.86,5.08,3.05,1.78,4.4417477,0.288816299,0.292431122,0.2597966,1.27,1.525,1.78
Harris,2007,har,har_7697,Training,CA,11,529349.3762,3610230.314,0,2008-01-28 00:00:00,3069.31,2008-01-26 17:53:00,2008-01-28 15:19:00,45.45,44.96,0.99,11.18,10.16,7.87,1.3648047,0.332993355,0.270829163,0.1599999,2.795,5.08,7.87
Harris,2007,har,har_8360,Training,CA,11,528851.8762,3609282.814,0,2008-01-28 00:00:00,2500.88,2008-01-26 17:53:00,2008-01-28 15:19:00,45.45,44.96,0.99,11.18,10.16,7.87,0.7103,0.248486595,0.211218597,0.16,2.795,5.08,7.87
Harris,2007,har,har_8501,Training,CA,11,528674.3762,3609120.314,0,2008-01-28 00:00:00,2583.42,2008-01-26 17:53:00,2008-01-28 15:19:00,45.45,44.96,0.99,11.18,10.16,7.87,0.06215,0.084954262,0.142594544,0.1600001,2.795,5.08,7.87
Harris,2007,har,har_8934,Training,CA,11,528154.3762,3608650.314,0,2008-01-28 00:00:00,2866.44,2008-01-26 17:53:00,2008-01-28 15:19:00,45.45,44.96,0.99,11.18,10.16,7.87,0.1281571,0.0,0.095266678,0.1600001,2.795,5.08,7.87
Horse,2006,hrs,hrs_2131,Training,CA,11,533797.4454,3617129.501,0,2007-02-19 00:00:00,3882.0,2007-02-19 00:17:00,2007-02-20 00:40:00,24.383,41.15,1.69,15.24,8.64,5.59,2.2599285,0.066165466,0.41045694,0.16,3.81,4.32,5.59
Horse,2006,hrs,hrs_2131,Training,CA,11,533797.4454,3617129.501,0,2007-02-27 00:00:00,3882.0,2007-02-27 09:13:00,2007-02-27 22:27:00,13.233,8.89,0.67180534,9.143999,6.095999,3.556,2.2599285,0.066165466,0.41045694,0.16,2.28599975,3.0479995,3.556
Horse,2006,hrs,hrs_2131,Training,CA,11,533797.4454,3617129.501,0,2006-11-27 00:00:00,3882.0,2006-11-27 12:03:00,2006-11-27 15:08:00,3.083,5.08,1.65,4.06,3.56,2.79,2.2599285,0.066165466,0.41045694,0.16,1.015,1.78,2.79
Horse,2006,hrs,hrs_2151,Training,CA,11,534802.4454,3616359.501,0,2007-02-19 00:00:00,3696.99,2007-02-19 00:17:00,2007-02-20 00:40:00,24.383,41.15,1.69,15.24,8.64,5.59,3.2959499,0.095082073,0.425409729,0.16,3.81,4.32,5.59
Horse,2006,hrs,hrs_2151,Training,CA,11,534802.4454,3616359.501,0,2007-02-27 00:00:00,3696.99,2007-02-27 09:13:00,2007-02-27 22:27:00,13.233,8.89,0.67180534,9.143999,6.095999,3.556,3.2959499,0.095082073,0.425409729,0.16,2.28599975,3.0479995,3.556
Horse,2006,hrs,hrs_2151,Training,CA,11,534802.4454,3616359.501,0,2006-11-27 00:00:00,3696.99,2006-11-27 12:03:00,2006-11-27 15:08:00,3.083,5.08,1.65,4.06,3.56,2.79,3.2959499,0.095082073,0.425409729,0.16,1.015,1.78,2.79
Horse,2006,hrs,hrs_2214,Training,CA,11,537182.4454,3616079.501,0,2007-02-19 00:00:00,3569.9,2007-02-19 00:17:00,2007-02-20 00:40:00,24.383,41.15,1.69,15.24,8.64,5.59,2.6142001,0.062087097,0.439286316,0.1599998,3.81,4.32,5.59
Horse,2006,hrs,hrs_2214,Training,CA,11,537182.4454,3616079.501,0,2006-11-27 00:00:00,3569.9,2006-11-27 12:03:00,2006-11-27 15:08:00,3.083,5.08,1.65,4.06,3.56,2.79,2.6142001,0.062087097,0.439286316,0.1599998,1.015,1.78,2.79
Horse,2006,hrs,hrs_2214,Training,CA,11,537182.4454,3616079.501,0,2007-01-29 00:00:00,3569.9,2007-01-30 11:35:00,2007-01-31 05:29:00,17.917,10.92,0.61,7.11,4.06,3.3,2.6142001,0.062087097,0.439286316,0.1599998,1.7775,2.03,3.3
Harvard,2005,hrv,hrv_128,Training,CA,11,379870.8965,3786460.607,1,2005-10-17 00:00:00,335.490618,2005-10-17 12:16:00,2005-10-17 14:04:00,2.28333333,10.922,4.78335766,24.384,14.224,9.906,0.3897263,0.873861618,0.132482651,0.26,6.096,7.112,9.906
Harvard,2005,hrv,hrv_128,Training,CA,11,379870.8965,3786460.607,0,2006-02-27 00:00:00,335.490618,2006-02-27 14:12:00,2006-02-28 05:28:00,15.283,62.74,4.1,12.19,11.18,8.38,0.3897263,0.873861618,0.132482651,0.26,3.0475,5.59,8.38
Harvard,2005,hrv,hrv_128,Training,CA,11,379870.8965,3786460.607,0,2006-01-02 00:00:00,335.490618,2006-01-01 14:14:00,2006-01-02 20:50:00,30.617,77.47,2.53,26.42,21.34,18.8,0.3897263,0.873861618,0.132482651,0.26,6.605,10.67,18.8
Harvard,2005,hrv,hrv_128,Training,CA,11,379870.8965,3786460.607,0,2006-03-03 00:00:00,335.490618,2006-03-03 04:25:00,2006-03-03 15:36:00,11.183,14.99,1.34,10.16,8.13,5.84,0.3897263,0.873861618,0.132482651,0.26,2.54,4.065,5.84
Harvard,2005,hrv,hrv_142,Training,CA,11,379840.8965,3786260.607,1,2005-10-17 00:00:00,319.340281,2005-10-17 12:16:00,2005-10-17 14:04:00,2.28333333,10.922,4.78335766,24.384,14.224,9.906,0.9945,0.620513992,0.113535881,0.2600001,6.096,7.112,9.906
Harvard,2005,hrv,hrv_142,Training,CA,11,379840.8965,3786260.607,0,2006-02-27 00:00:00,319.340281,2006-02-27 14:12:00,2006-02-28 05:28:00,15.283,62.74,4.1,12.19,11.18,8.38,0.9945,0.620513992,0.113535881,0.2600001,3.0475,5.59,8.38
Harvard,2005,hrv,hrv_142,Training,CA,11,379840.8965,3786260.607,0,2006-01-02 00:00:00,319.340281,2006-01-01 14:14:00,2006-01-02 20:50:00,30.617,77.47,2.53,26.42,21.34,18.8,0.9945,0.620513992,0.113535881,0.2600001,6.605,10.67,18.8
Harvard,2005,hrv,hrv_142,Training,CA,11,379840.8965,3786260.607,0,2006-03-03 00:00:00,319.340281,2006-03-03 04:25:00,2006-03-03 15:36:00,11.183,14.99,1.34,10.16,8.13,5.84,0.9945,0.620513992,0.113535881,0.2600001,2.54,4.065,5.84
Harvard,2005,hrv,hrv_143,Training,CA,11,379945.8965,3786185.607,1,2005-10-17 00:00:00,638.013516,2005-10-17 12:16:00,2005-10-17 14:04:00,2.28333333,10.922,4.78335766,24.384,14.224,9.906,0.2126063,0.777682648,0.1248153,0.2600001,6.096,7.112,9.906
Harvard,2005,hrv,hrv_143,Training,CA,11,379945.8965,3786185.607,0,2006-02-27 00:00:00,638.013516,2006-02-27 14:12:00,2006-02-28 05:28:00,15.283,62.74,4.1,12.19,11.18,8.38,0.2126063,0.777682648,0.1248153,0.2600001,3.0475,5.59,8.38
Harvard,2005,hrv,hrv_143,Training,CA,11,379945.8965,3786185.607,0,2006-01-02 00:00:00,638.013516,2006-01-01 14:14:00,2006-01-02 20:50:00,30.617,77.47,2.53,26.42,21.34,18.8,0.2126063,0.777682648,0.1248153,0.2600001,6.605,10.67,18.8
Harvard,2005,hrv,hrv_143,Training,CA,11,379945.8965,3786185.607,0,2006-03-03 00:00:00,638.013516,2006-03-03 04:25:00,2006-03-03 15:36:00,11.183,14.99,1.34,10.16,8.13,5.84,0.2126063,0.777682648,0.1248153,0.2600001,2.54,4.065,5.84
Harvard,2005,hrv,hrv_160,Training,CA,11,380190.8965,3785960.607,1,2005-10-17 00:00:00,867.483696,2005-10-17 12:16:00,2005-10-17 14:04:00,2.28333333,10.922,4.78335766,24.384,14.224,9.906,0.7612454,0.884079742,0.207891586,0.2600003,6.096,7.112,9.906
Harvard,2005,hrv,hrv_160,Training,CA,11,380190.8965,3785960.607,0,2006-02-27 00:00:00,867.483696,2006-02-27 11:59:00,2006-02-28 05:19:00,17.35,64.01,3.69,12.19,10.16,8.38,0.7612454,0.884079742,0.207891586,0.2600003,3.0475,5.08,8.38
Harvard,2005,hrv,hrv_160,Training,CA,11,380190.8965,3785960.607,0,2006-01-02 00:00:00,867.483696,2006-01-01 14:08:00,2006-01-02 17:57:00,27.817,76.71,2.76,21.34,18.8,16.26,0.7612454,0.884079742,0.207891586,0.2600003,5.335,9.4,16.26
Harvard,2005,hrv,hrv_160,Training,CA,11,380190.8965,3785960.607,0,2006-03-03 00:00:00,867.483696,2006-03-03 04:22:00,2006-03-03 15:40:00,11.3,14.22,1.26,11.18,8.13,6.35,0.7612454,0.884079742,0.207891586,0.2600003,2.795,4.065,6.35
Harvard,2005,hrv,hrv_164,Training,CA,11,380269.6465,3785699.357,1,2005-10-17 00:00:00,866.959827,2005-10-17 12:16:00,2005-10-17 14:04:00,2.28333333,10.922,4.78335766,24.384,14.224,9.906,0.043525,0.791961136,0.044574284,0.26,6.096,7.112,9.906
Harvard,2005,hrv,hrv_164,Training,CA,11,380269.6465,3785699.357,0,2006-02-27 00:00:00,866.959827,2006-02-27 11:59:00,2006-02-28 05:19:00,17.35,64.01,3.69,12.19,10.16,8.38,0.043525,0.791961136,0.044574284,0.26,3.0475,5.08,8.38
Harvard,2005,hrv,hrv_164,Training,CA,11,380269.6465,3785699.357,0,2006-01-02 00:00:00,866.959827,2006-01-01 14:08:00,2006-01-02 17:57:00,27.817,76.71,2.76,21.34,18.8,16.26,0.043525,0.791961136,0.044574284,0.26,5.335,9.4,16.26
Harvard,2005,hrv,hrv_164,Training,CA,11,380269.6465,3785699.357,0,2006-03-03 00:00:00,866.959827,2006-03-03 04:22:00,2006-03-03 15:40:00,11.3,14.22,1.26,11.18,8.13,6.35,0.043525,0.791961136,0.044574284,0.26,2.795,4.065,6.35
Harvard,2005,hrv,hrv_182,Training,CA,11,380368.3965,3785388.107,1,2005-10-17 00:00:00,924.43827,2005-10-17 12:16:00,2005-10-17 14:04:00,2.28333333,10.922,4.78335766,24.384,14.224,9.906,1.3089737,0.741487961,0.183096741,0.2600004,6.096,7.112,9.906
Harvard,2005,hrv,hrv_182,Training,CA,11,380368.3965,3785388.107,0,2006-02-27 00:00:00,924.43827,2006-02-27 11:59:00,2006-02-28 05:19:00,17.35,64.01,3.69,12.19,10.16,8.38,1.3089737,0.741487961,0.183096741,0.2600004,3.0475,5.08,8.38
Harvard,2005,hrv,hrv_182,Training,CA,11,380368.3965,3785388.107,0,2006-01-02 00:00:00,924.43827,2006-01-01 14:08:00,2006-01-02 17:57:00,27.817,76.71,2.76,21.34,18.8,16.26,1.3089737,0.741487961,0.183096741,0.2600004,5.335,9.4,16.26
Harvard,2005,hrv,hrv_182,Training,CA,11,380368.3965,3785388.107,0,2006-03-03 00:00:00,924.43827,2006-03-03 04:22:00,2006-03-03 15:40:00,11.3,14.22,1.26,11.18,8.13,6.35,1.3089737,0.741487961,0.183096741,0.2600004,2.795,4.065,6.35
Harvard,2005,hrv,hrv_219,Training,CA,11,380600.8965,3784500.607,0,2005-10-17 00:00:00,1848.54,2005-10-17 12:16:00,2005-10-17 14:04:00,2.28333333,10.922,4.78335766,24.384,14.224,9.906,2.802681,0.067906675,0.069234535,0.259756,6.096,7.112,9.906
Harvard,2005,hrv,hrv_219,Training,CA,11,380600.8965,3784500.607,0,2006-02-27 00:00:00,1848.54,2006-02-27 11:59:00,2006-02-28 05:19:00,17.35,64.01,3.69,12.19,10.16,8.38,2.802681,0.067906675,0.069234535,0.259756,3.0475,5.08,8.38
Harvard,2005,hrv,hrv_219,Training,CA,11,380600.8965,3784500.607,0,2006-01-02 00:00:00,1848.54,2006-01-01 14:08:00,2006-01-02 17:57:00,27.817,76.71,2.76,21.34,18.8,16.26,2.802681,0.067906675,0.069234535,0.259756,5.335,9.4,16.26
Harvard,2005,hrv,hrv_219,Training,CA,11,380600.8965,3784500.607,0,2006-03-03 00:00:00,1848.54,2006-03-03 04:22:00,2006-03-03 15:40:00,11.3,14.22,1.26,11.18,8.13,6.35,2.802681,0.067906675,0.069234535,0.259756,2.795,4.065,6.35
Jesusita,2008,jes,jes_1084,Training,CA,11,250102.3241,3815653.861,0,2009-12-11 00:00:00,2263.56,2009-12-11 12:45:00,2009-12-13 02:43:00,37.9666667,35.8,0.9429324,19.2,12.4,7.4,0.4034286,0.040887923,0.089684166,0.2681331,4.8,6.2,7.4
Jesusita,2008,jes,jes_1084,Training,CA,11,250102.3241,3815653.861,0,2010-02-26 00:00:00,2263.56,2010-02-26 22:43:00,2010-02-27 17:51:00,19.1333333,80.6,4.21254355,56.0,30.4,22.8,0.4034286,0.040887923,0.089684166,0.2681331,14.0,15.2,22.8
Jesusita,2008,jes,jes_1269,Training,CA,11,249037.3241,3815363.861,0,2009-12-11 00:00:00,3559.9,2009-12-11 12:45:00,2009-12-13 02:43:00,37.9666667,35.8,0.9429324,19.2,12.4,7.4,1.300595,0.225928974,0.100300263,0.259974,4.8,6.2,7.4
Jesusita,2008,jes,jes_1269,Training,CA,11,249037.3241,3815363.861,0,2010-02-26 00:00:00,3559.9,2010-02-26 22:43:00,2010-02-27 17:51:00,19.1333333,80.6,4.21254355,56.0,30.4,22.8,1.300595,0.225928974,0.100300263,0.259974,14.0,15.2,22.8
Jesusita,2008,jes,jes_835,Training,CA,11,255777.3241,3816933.861,0,2009-12-10 00:00:00,3752.89,2009-12-10 22:06:00,2009-12-13 09:33:00,59.467,53.2,0.89,13.6,11.2,9.2,1.75608,0.757268295,0.238061691,0.1301133,3.4,5.6,9.2
Jesusita,2008,jes,jes_835,Training,CA,11,255777.3241,3816933.861,0,2010-02-27 00:00:00,3752.89,2010-02-27 05:38:00,2010-02-28 03:14:00,21.6,75.4,3.49,36.0,28.8,22.4,1.75608,0.757268295,0.238061691,0.1301133,9.0,14.4,22.4
Little Bear,2012,lb,lb_1297,Test,NM,13,427015.1905,3703527.344,0,2013-07-23 00:00:00,2149.29,2013-07-21 06:00:00,2013-07-21 13:45:00,7.75,24.892,3.211871,51.816,33.02,22.098,6.6414623,0.028862264,0.111006447,0.2900441,12.954,16.51,22.098
Little Bear,2012,lb,lb_1356,Test,NM,13,426147.6905,3703314.844,0,2013-07-23 00:00:00,1138.19,2013-07-21 06:00:00,2013-07-21 13:45:00,7.75,24.892,3.211871,51.816,33.02,22.098,5.8827667,0.006760011,0.034962032,0.290002,12.954,16.51,22.098
Little Bear,2012,lb,lb_1356,Test,NM,13,426147.6905,3703314.844,0,2013-07-10 00:00:00,2760.57,2013-06-30 15:30:00,2013-07-01 03:45:00,12.25,16.764,1.36849,16.256,11.176,5.588,5.8827667,0.006760011,0.034962032,0.290002,4.064,5.588,5.588
Little Bear,2012,lb,lb_1439,Test,NM,13,427980.1905,3703102.344,0,2013-07-10 00:00:00,3228.14,2013-06-30 15:30:00,2013-07-01 03:45:00,12.25,16.764,1.36849,16.256,11.176,5.588,1.0787889,0.468575287,0.484014008,0.295727,4.064,5.588,5.588
Little Bear,2012,lb,lb_1439,Test,NM,13,427980.1905,3703102.344,1,2013-07-23 00:00:00,3228.14,2013-07-21 06:00:00,2013-07-21 13:45:00,7.75,24.892,3.211871,51.816,33.02,22.098,1.0787889,0.468575287,0.484014008,0.295727,12.954,16.51,22.098
Little Bear,2012,lb,lb_1567,Test,NM,13,427740.1905,3703157.344,1,2013-07-23 00:00:00,2944.55,2013-07-21 06:00:00,2013-07-21 13:45:00,7.75,24.892,3.211871,51.816,33.02,22.098,3.2701313,0.683152237,0.505172058,0.2935358,12.954,16.51,22.098
Little Bear,2012,lb,lb_1599,Test,NM,13,428717.6905,3702869.844,0,2013-07-10 00:00:00,3698.74,2013-07-07 12:00:00,2013-07-07 13:30:00,1.5,37.846,25.230667,81.28,60.96,36.576,0.559055,0.586841164,0.449606415,0.2935259,20.32,30.48,36.576
Little Bear,2012,lb,lb_1599,Test,NM,13,428717.6905,3702869.844,0,2013-07-23 00:00:00,3698.74,2013-07-20 14:45:00,2013-07-20 17:15:00,2.5,14.478,5.7912,30.48,17.78,10.16,0.559055,0.586841164,0.449606415,0.2935259,7.62,8.89,10.16
Little Bear,2012,lb,lb_1743,Test,NM,13,431585.1905,3702537.344,1,2013-07-10 00:00:00,427.024147,2013-07-07 12:00:00,2013-07-07 13:30:00,1.5,37.846,25.230667,81.28,60.96,36.576,4.2977715,0.315703468,0.400872559,0.2899615,20.32,30.48,36.576
Little Bear,2012,lb,lb_1743,Test,NM,13,431585.1905,3702537.344,1,2013-07-23 00:00:00,427.024147,2013-07-20 14:45:00,2013-07-20 17:15:00,2.5,14.478,5.7912,30.48,17.78,10.16,4.2977715,0.315703468,0.400872559,0.2899615,7.62,8.89,10.16
Little Bear,2012,lb,lb_1748,Test,NM,13,431662.6905,3702549.844,1,2013-07-10 00:00:00,493.405984,2013-07-07 12:00:00,2013-07-07 13:30:00,1.5,37.846,25.230667,81.28,60.96,36.576,6.8027725,0.438835869,0.52076471,0.2885815,20.32,30.48,36.576
Little Bear,2012,lb,lb_1748,Test,NM,13,431662.6905,3702549.844,1,2013-07-23 00:00:00,493.405984,2013-07-20 14:45:00,2013-07-20 17:15:00,2.5,14.478,5.7912,30.48,17.78,10.16,6.8027725,0.438835869,0.52076471,0.2885815,7.62,8.89,10.16
Little Bear,2012,lb,lb_1787,Test,NM,13,428365.1905,3702777.344,0,2013-07-10 00:00:00,3695.7,2013-06-30 15:30:00,2013-07-01 03:45:00,12.25,16.764,1.36849,16.256,11.176,5.588,0.13935,0.488698273,0.325667603,0.3000865,4.064,5.588,5.588
Little Bear,2012,lb,lb_1787,Test,NM,13,428365.1905,3702777.344,0,2013-07-23 00:00:00,3695.7,2013-07-21 06:00:00,2013-07-21 13:45:00,7.75,24.892,3.211871,51.816,33.02,22.098,0.13935,0.488698273,0.325667603,0.3000865,12.954,16.51,22.098
Little Bear,2012,lb,lb_1814,Test,NM,13,429515.1905,3702497.344,1,2013-07-10 00:00:00,2662.23,2013-07-07 12:00:00,2013-07-07 13:30:00,1.5,37.846,25.230667,81.28,60.96,36.576,0.1354955,0.518989906,0.362239044,0.2964492,20.32,30.48,36.576
