Fire Name,Year,Fire_ID,Fire_SegID,Database,State,UTM_Zone,UTM_X,UTM_Y,Response,StormDate,GaugeDist_m,StormStart,StormEnd,StormDur_H,StormAccum_mm,StormAvgI_mm/h,Peak_I15_mm/h,Peak_I30_mm/h,Peak_I60_mm/h,ContributingArea_km2,PropHM23,dNBR/1000,KF,Acc015_mm,Acc030_mm,Acc060_mm
Station,2009,stn,stn_11526,Training,CA,11,397272.7683,3797625.371,0,2014-01-20 00:00:00,1448.15,2010-01-19 10:41:00,2010-01-19 16:45:00,6.083,19.2,3.16,10.4,8.8,8.6,0.0747429,0.308686066,0.217683075,0.1571436,2.6,4.4,8.6
Station,2009,stn,stn_11526,Training,CA,11,397272.7683,3797625.371,0,2014-01-23 00:00:00,1448.15,2010-01-21 04:14:00,2010-01-22 23:57:00,43.733,85.6,1.96,16.0,15.2,13.2,0.0747429,0.308686066,0.217683075,0.1571436,4.0,7.6,13.2
Station,2009,stn,stn_11761,Training,CA,11,384495.2683,3797152.871,1,2013-12-12 00:00:00,3728.14,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.16548,0.455157585,0.155421295,0.24,4.6,7.0,10.2
Station,2009,stn,stn_1179,Training,CA,11,399522.7683,3809075.371,0,2013-12-12 00:00:00,3976.32,2009-12-10 21:21:00,2009-12-13 05:08:00,55.8,29.0,0.52,8.0,6.8,5.6,0.8910556,0.379102058,0.193886093,0.1500001,2.0,3.4,5.6
Station,2009,stn,stn_1180,Training,CA,11,399677.7683,3809095.371,0,2013-12-12 00:00:00,3927.8,2009-12-10 21:21:00,2009-12-13 05:08:00,55.8,29.0,0.52,8.0,6.8,5.6,0.8737044,0.385669441,0.193966034,0.1500001,2.0,3.4,5.6
Station,2009,stn,stn_11836,Training,CA,11,399317.7683,3797100.371,0,2014-01-18 00:00:00,3655.42,2010-01-17 15:46:00,2010-01-18 19:44:00,27.983,69.6,2.49,23.2,20.8,19.0,2.1486819,0.057058282,0.071743668,0.1499998,5.8,10.4,19.0
Station,2009,stn,stn_11836,Training,CA,11,399317.7683,3797100.371,0,2014-01-20 00:00:00,3655.42,2010-01-19 10:41:00,2010-01-19 16:45:00,6.083,19.2,3.16,10.4,8.8,8.6,2.1486819,0.057058282,0.071743668,0.1499998,2.6,4.4,8.6
Station,2009,stn,stn_11836,Training,CA,11,399317.7683,3797100.371,0,2014-01-23 00:00:00,3655.42,2010-01-21 04:14:00,2010-01-22 23:57:00,43.733,85.6,1.96,16.0,15.2,13.2,2.1486819,0.057058282,0.071743668,0.1499998,4.0,7.6,13.2
Station,2009,stn,stn_11837,Training,CA,11,399352.7683,3797275.371,0,2014-01-18 00:00:00,3586.7,2010-01-17 15:46:00,2010-01-18 19:44:00,27.983,69.6,2.49,23.2,20.8,19.0,2.1284637,0.057399421,0.071371964,0.1499998,5.8,10.4,19.0
Station,2009,stn,stn_11837,Training,CA,11,399352.7683,3797275.371,0,2014-01-20 00:00:00,3586.7,2010-01-19 10:41:00,2010-01-19 16:45:00,6.083,19.2,3.16,10.4,8.8,8.6,2.1284637,0.057399421,0.071371964,0.1499998,2.6,4.4,8.6
Station,2009,stn,stn_11837,Training,CA,11,399352.7683,3797275.371,0,2014-01-23 00:00:00,3586.7,2010-01-21 04:14:00,2010-01-22 23:57:00,43.733,85.6,1.96,16.0,15.2,13.2,2.1284637,0.057399421,0.071371964,0.1499998,4.0,7.6,13.2
Station,2009,stn,stn_1184,Training,CA,11,400322.7683,3809095.371,0,2014-01-18 00:00:00,3822.86,2010-01-17 15:53:00,2010-01-18 15:00:00,23.117,21.2,0.92,5.6,4.0,3.2,0.4858522,0.530929413,0.211981415,0.1500001,1.4,2.0,3.2
Station,2009,stn,stn_1184,Training,CA,11,400322.7683,3809095.371,0,2014-01-20 00:00:00,3822.86,2010-01-19 07:28:00,2010-01-19 16:32:00,9.083,5.6,0.62,8.8,5.2,3.6,0.4858522,0.530929413,0.211981415,0.1500001,2.2,2.6,3.6
Station,2009,stn,stn_1184,Training,CA,11,400322.7683,3809095.371,0,2014-01-23 00:00:00,3822.86,2010-01-21 04:19:00,2010-01-21 16:47:00,12.467,14.8,1.19,4.8,4.8,4.4,0.4858522,0.530929413,0.211981415,0.1500001,1.2,2.4,4.4
Station,2009,stn,stn_1185,Training,CA,11,400517.7683,3809065.371,0,2014-01-18 00:00:00,3795.49,2010-01-17 15:53:00,2010-01-18 15:00:00,23.117,21.2,0.92,5.6,4.0,3.2,0.4096696,0.565550728,0.21501004,0.15,1.4,2.0,3.2
Station,2009,stn,stn_1185,Training,CA,11,400517.7683,3809065.371,0,2014-01-20 00:00:00,3795.49,2010-01-19 07:28:00,2010-01-19 16:32:00,9.083,5.6,0.62,8.8,5.2,3.6,0.4096696,0.565550728,0.21501004,0.15,2.2,2.6,3.6
Station,2009,stn,stn_1185,Training,CA,11,400517.7683,3809065.371,0,2014-01-23 00:00:00,3795.49,2010-01-21 04:19:00,2010-01-21 16:47:00,12.467,14.8,1.19,4.8,4.8,4.4,0.4096696,0.565550728,0.21501004,0.15,1.2,2.4,4.4
Station,2009,stn,stn_11925,Training,CA,11,384682.7683,3797035.371,0,2013-12-12 00:00:00,3477.76,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,3.0942099,0.672739868,0.201413345,0.2353429,4.6,7.0,10.2
Station,2009,stn,stn_11960,Training,CA,11,395132.7683,3797027.871,0,2013-12-12 00:00:00,2640.12,2009-12-10 21:14:00,2009-12-11 07:10:00,9.933,22.0,2.21,11.2,9.2,7.2,0.0330769,0.966341171,0.436217102,0.24,2.8,4.6,7.2
Station,2009,stn,stn_12024,Training,CA,11,384775.2683,3796935.371,0,2013-12-12 00:00:00,3408.35,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.0391,0.372563515,0.181926178,0.24,4.6,7.0,10.2
Station,2009,stn,stn_12207,Training,CA,11,394872.7683,3796867.871,0,2013-12-12 00:00:00,2994.95,2009-12-10 21:14:00,2009-12-11 07:10:00,9.933,22.0,2.21,11.2,9.2,7.2,0.0444905,0.935706863,0.46669101,0.2399999,2.8,4.6,7.2
Station,2009,stn,stn_12207,Training,CA,11,394872.7683,3796867.871,0,2014-01-18 00:00:00,2994.95,2010-01-17 15:46:00,2010-01-18 19:44:00,27.983,69.6,2.49,23.2,20.8,19.0,0.0444905,0.935706863,0.46669101,0.2399999,5.8,10.4,19.0
Station,2009,stn,stn_12207,Training,CA,11,394872.7683,3796867.871,0,2014-01-20 00:00:00,2994.95,2010-01-19 10:41:00,2010-01-19 16:45:00,6.083,19.2,3.16,10.4,8.8,8.6,0.0444905,0.935706863,0.46669101,0.2399999,2.6,4.4,8.6
Station,2009,stn,stn_12207,Training,CA,11,394872.7683,3796867.871,0,2014-01-23 00:00:00,2994.95,2010-01-21 04:14:00,2010-01-22 23:57:00,43.733,85.6,1.96,16.0,15.2,13.2,0.0444905,0.935706863,0.46669101,0.2399999,4.0,7.6,13.2
Station,2009,stn,stn_12232,Training,CA,11,394452.7683,3796837.871,0,2013-12-12 00:00:00,3453.7,2009-12-10 21:14:00,2009-12-11 07:10:00,9.933,22.0,2.21,11.2,9.2,7.2,0.028215,0.912002335,0.495499054,0.2399999,2.8,4.6,7.2
Station,2009,stn,stn_12319,Training,CA,11,394605.2683,3796782.871,0,2014-01-18 00:00:00,2950.03,2010-01-17 15:58:00,2010-01-18 15:53:00,23.933,51.2,2.14,19.2,15.6,12.6,0.2856364,0.943480148,0.43439505,0.24,4.8,7.8,12.6
Station,2009,stn,stn_12319,Training,CA,11,394605.2683,3796782.871,0,2014-01-20 00:00:00,2950.03,2010-01-20 04:11:00,2010-01-20 18:17:00,14.117,42.8,3.03,16.0,11.6,9.8,0.2856364,0.943480148,0.43439505,0.24,4.0,5.8,9.8
Station,2009,stn,stn_12319,Training,CA,11,394605.2683,3796782.871,0,2014-01-23 00:00:00,2950.03,2010-01-21 04:06:00,2010-01-22 18:08:00,38.033,42.0,1.1,12.0,8.4,6.6,0.2856364,0.943480148,0.43439505,0.24,3.0,4.2,6.6
Station,2009,stn,stn_12527,Training,CA,11,400562.7683,3796610.371,0,2013-12-12 00:00:00,3462.61,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,3.8425217,0.530089912,0.433594544,0.1499999,4.6,7.0,10.2
Station,2009,stn,stn_12726,Training,CA,11,394235.2683,3796367.871,0,2013-12-12 00:00:00,3994.8,2009-12-10 21:14:00,2009-12-11 07:10:00,9.933,22.0,2.21,11.2,9.2,7.2,0.0284286,0.745163879,0.349370087,0.24,2.8,4.6,7.2
Station,2009,stn,stn_12961,Training,CA,11,394127.7683,3796230.371,0,2013-12-12 00:00:00,3935.24,2009-12-10 21:14:00,2009-12-11 07:10:00,9.933,22.0,2.21,11.2,9.2,7.2,0.0752111,0.818678513,0.372642181,0.24,2.8,4.6,7.2
Station,2009,stn,stn_12963,Training,CA,11,394150.2683,3796185.371,0,2014-01-18 00:00:00,2195.91,2010-01-17 15:58:00,2010-01-18 15:53:00,23.933,51.2,2.14,19.2,15.6,12.6,0.0314857,0.903144836,0.350969818,0.2399999,4.8,7.8,12.6
Station,2009,stn,stn_12963,Training,CA,11,394150.2683,3796185.371,0,2014-01-20 00:00:00,2195.91,2010-01-20 04:11:00,2010-01-20 18:17:00,14.117,42.8,3.03,16.0,11.6,9.8,0.0314857,0.903144836,0.350969818,0.2399999,4.0,5.8,9.8
Station,2009,stn,stn_12963,Training,CA,11,394150.2683,3796185.371,0,2014-01-23 00:00:00,2195.91,2010-01-21 04:06:00,2010-01-22 18:08:00,38.033,42.0,1.1,12.0,8.4,6.6,0.0314857,0.903144836,0.350969818,0.2399999,3.0,4.2,6.6
Station,2009,stn,stn_13011,Training,CA,11,384695.2683,3796127.871,0,2013-12-12 00:00:00,2679.04,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.0223,0.943435211,0.322001526,0.24,4.6,7.0,10.2
Station,2009,stn,stn_13059,Training,CA,11,384052.7683,3796170.371,1,2013-12-12 00:00:00,3333.17,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,1.9492319,0.52360363,0.208086533,0.2399998,4.6,7.0,10.2
Station,2009,stn,stn_13059,Training,CA,11,384052.7683,3796170.371,1,2014-01-18 00:00:00,3333.17,2010-01-17 15:41:00,2010-01-18 15:18:00,23.617,81.8,3.46,20.0,18.4,17.6,1.9492319,0.52360363,0.208086533,0.2399998,5.0,9.2,17.6
Station,2009,stn,stn_13059,Training,CA,11,384052.7683,3796170.371,0,2014-01-20 00:00:00,3333.17,2010-01-19 10:27:00,2010-01-20 19:03:00,32.6,78.4,2.4,16.8,13.6,10.4,1.9492319,0.52360363,0.208086533,0.2399998,4.2,6.8,10.4
Station,2009,stn,stn_13059,Training,CA,11,384052.7683,3796170.371,1,2014-02-07 00:00:00,3333.17,2010-02-05 09:23:00,2010-02-06 16:45:00,31.383,75.4,2.4,41.6,28.0,19.4,1.9492319,0.52360363,0.208086533,0.2399998,10.4,14.0,19.4
Station,2009,stn,stn_13084,Training,CA,11,383447.7683,3796070.371,0,2013-12-12 00:00:00,3949.12,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.0242143,0.856051407,0.286749725,0.24,4.6,7.0,10.2
Station,2009,stn,stn_13095,Training,CA,11,383747.7683,3796050.371,0,2013-12-12 00:00:00,3533.54,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.02355,0.700885162,0.38109491,0.24,4.6,7.0,10.2
Station,2009,stn,stn_13152,Training,CA,11,383837.7683,3796055.371,0,2013-12-12 00:00:00,3460.18,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.0306591,0.910304031,0.311063141,0.24,4.6,7.0,10.2
Station,2009,stn,stn_13155,Training,CA,11,384966.5183,3796089.121,0,2013-12-12 00:00:00,2383.36,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.02627,0.468814392,0.091928993,0.24,4.6,7.0,10.2
Station,2009,stn,stn_13182,Training,CA,11,384984.0183,3796026.621,0,2013-12-12 00:00:00,2327.74,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.0315632,0.235016766,0.075976585,0.2399999,4.6,7.0,10.2
Station,2009,stn,stn_13279,Training,CA,11,383682.7683,3795980.371,0,2013-12-12 00:00:00,3681.62,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.38625,0.858921967,0.347974365,0.2399999,4.6,7.0,10.2
Station,2009,stn,stn_13279,Training,CA,11,383682.7683,3795980.371,1,2014-02-07 00:00:00,3681.62,2010-02-05 09:23:00,2010-02-06 16:45:00,31.383,75.4,2.4,41.6,28.0,19.4,0.38625,0.858921967,0.347974365,0.2399999,10.4,14.0,19.4
Station,2009,stn,stn_13349,Training,CA,11,402692.7683,3795895.371,0,2013-12-12 00:00:00,3967.4,2009-12-10 22:16:00,2009-12-13 04:23:00,54.133,98.0,1.81,15.2,10.4,9.2,0.2,0.413928986,0.376447418,0.15,3.8,5.2,9.2
Station,2009,stn,stn_13349,Training,CA,11,402692.7683,3795895.371,0,2013-11-13 00:00:00,3967.4,2009-11-12 22:25:00,2009-11-12 23:51:00,1.45,7.8,5.38,9.6,8.4,7.0,0.2,0.413928986,0.376447418,0.15,2.4,4.2,7.0
Station,2009,stn,stn_13407,Training,CA,11,385372.7683,3796145.371,0,2013-12-12 00:00:00,2131.57,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,5.0233908,0.591626015,0.187827637,0.2400002,4.6,7.0,10.2
Station,2009,stn,stn_13407,Training,CA,11,385372.7683,3796145.371,0,2014-01-20 00:00:00,2131.57,2010-01-19 10:27:00,2010-01-20 19:03:00,32.6,78.4,2.4,16.8,13.6,10.4,5.0233908,0.591626015,0.187827637,0.2400002,4.2,6.8,10.4
Station,2009,stn,stn_13464,Training,CA,11,393137.7683,3795765.371,0,2013-12-12 00:00:00,3985.5,2009-12-11 15:01:00,2009-12-13 05:01:00,38.017,26.4,0.69,5.6,4.0,3.6,0.5048692,0.871899948,0.381584747,0.1617792,1.4,2.0,3.6
Station,2009,stn,stn_13544,Training,CA,11,385680.2683,3795692.871,0,2013-12-12 00:00:00,1491.08,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.0345105,0.503583107,0.156382965,0.24,4.6,7.0,10.2
Station,2009,stn,stn_13555,Training,CA,11,385142.7683,3795705.371,1,2013-12-12 00:00:00,1923.8,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.0802611,0.871919022,0.259635132,0.24,4.6,7.0,10.2
Station,2009,stn,stn_13555,Training,CA,11,385142.7683,3795705.371,1,2014-01-18 00:00:00,1923.8,2010-01-17 15:41:00,2010-01-18 15:18:00,23.617,81.8,3.46,20.0,18.4,17.6,0.0802611,0.871919022,0.259635132,0.24,5.0,9.2,17.6
Station,2009,stn,stn_13556,Training,CA,11,385932.7683,3795677.871,0,2013-12-12 00:00:00,1189.71,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.0242,0.731163635,0.140223557,0.24,4.6,7.0,10.2
Station,2009,stn,stn_13618,Training,CA,11,385362.7683,3795640.371,1,2013-12-12 00:00:00,1693.67,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.16622,0.923615723,0.333695252,0.24,4.6,7.0,10.2
Station,2009,stn,stn_13676,Training,CA,11,392337.7683,3795575.371,0,2014-01-18 00:00:00,211.667344,2010-01-17 15:58:00,2010-01-18 15:53:00,23.933,51.2,2.14,19.2,15.6,12.6,0.05468,0.570311165,0.399393982,0.2400001,4.8,7.8,12.6
Station,2009,stn,stn_13676,Training,CA,11,392337.7683,3795575.371,0,2014-01-20 00:00:00,211.667344,2010-01-20 04:11:00,2010-01-20 18:17:00,14.117,42.8,3.03,16.0,11.6,9.8,0.05468,0.570311165,0.399393982,0.2400001,4.0,5.8,9.8
Station,2009,stn,stn_13676,Training,CA,11,392337.7683,3795575.371,0,2014-01-23 00:00:00,211.667344,2010-01-21 04:06:00,2010-01-22 18:08:00,38.033,42.0,1.1,12.0,8.4,6.6,0.05468,0.570311165,0.399393982,0.2400001,3.0,4.2,6.6
Station,2009,stn,stn_13676,Training,CA,11,392337.7683,3795575.371,0,2013-12-12 00:00:00,3821.25,2009-12-11 15:01:00,2009-12-13 05:01:00,38.017,26.4,0.69,5.6,4.0,3.6,0.05468,0.570311165,0.399393982,0.2400001,1.4,2.0,3.6
Station,2009,stn,stn_13699,Training,CA,11,393032.7683,3795600.371,0,2013-12-12 00:00:00,3794.95,2009-12-11 15:01:00,2009-12-13 05:01:00,38.017,26.4,0.69,5.6,4.0,3.6,0.5879363,0.875787125,0.392088989,0.1538033,1.4,2.0,3.6
Station,2009,stn,stn_13726,Training,CA,11,386295.2683,3795677.871,0,2013-12-12 00:00:00,1023.99,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.166105,0.874347763,0.173842865,0.2399999,4.6,7.0,10.2
Station,2009,stn,stn_13728,Training,CA,11,386302.7683,3795545.371,0,2013-12-12 00:00:00,967.400666,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.1610571,0.762543869,0.227931366,0.2399999,4.6,7.0,10.2
Station,2009,stn,stn_13763,Training,CA,11,385842.7683,3795525.371,0,2013-12-12 00:00:00,1185.0,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.1270263,0.64669899,0.158139587,0.24,4.6,7.0,10.2
Station,2009,stn,stn_13830,Training,CA,11,392370.2683,3795437.871,0,2014-01-18 00:00:00,266.448115,2010-01-17 15:58:00,2010-01-18 15:53:00,23.933,51.2,2.14,19.2,15.6,12.6,0.0284263,0.756488113,0.5010271,0.2400001,4.8,7.8,12.6
Station,2009,stn,stn_13830,Training,CA,11,392370.2683,3795437.871,0,2014-01-20 00:00:00,266.448115,2010-01-20 04:11:00,2010-01-20 18:17:00,14.117,42.8,3.03,16.0,11.6,9.8,0.0284263,0.756488113,0.5010271,0.2400001,4.0,5.8,9.8
Station,2009,stn,stn_13830,Training,CA,11,392370.2683,3795437.871,0,2014-01-23 00:00:00,266.448115,2010-01-21 04:06:00,2010-01-22 18:08:00,38.033,42.0,1.1,12.0,8.4,6.6,0.0284263,0.756488113,0.5010271,0.2400001,3.0,4.2,6.6
Station,2009,stn,stn_13830,Training,CA,11,392370.2683,3795437.871,0,2013-12-12 00:00:00,3843.53,2009-12-11 15:01:00,2009-12-13 05:01:00,38.017,26.4,0.69,5.6,4.0,3.6,0.0284263,0.756488113,0.5010271,0.2400001,1.4,2.0,3.6
Station,2009,stn,stn_13848,Training,CA,11,386575.2683,3795325.371,0,2014-01-18 00:00:00,694.88104,2010-01-17 15:41:00,2010-01-18 15:18:00,23.617,81.8,3.46,20.0,18.4,17.6,0.02733,0.328874321,0.066602646,0.24,5.0,9.2,17.6
Station,2009,stn,stn_13848,Training,CA,11,386575.2683,3795325.371,0,2014-01-20 00:00:00,694.88104,2010-01-19 10:27:00,2010-01-20 19:03:00,32.6,78.4,2.4,16.8,13.6,10.4,0.02733,0.328874321,0.066602646,0.24,4.2,6.8,10.4
Station,2009,stn,stn_13848,Training,CA,11,386575.2683,3795325.371,0,2014-01-23 00:00:00,694.88104,2010-01-21 04:02:00,2010-01-22 17:24:00,37.383,73.4,1.96,18.4,13.6,9.8,0.02733,0.328874321,0.066602646,0.24,4.6,6.8,9.8
Station,2009,stn,stn_13950,Training,CA,11,403127.7683,3795370.371,0,2013-12-12 00:00:00,3328.67,2009-12-10 22:16:00,2009-12-13 04:23:00,54.133,98.0,1.81,15.2,10.4,9.2,0.5424941,0.580701981,0.324196716,0.15,3.8,5.2,9.2
Station,2009,stn,stn_13950,Training,CA,11,403127.7683,3795370.371,0,2013-11-13 00:00:00,3328.67,2009-11-12 22:25:00,2009-11-12 23:51:00,1.45,7.8,5.38,9.6,8.4,7.0,0.5424941,0.580701981,0.324196716,0.15,2.4,4.2,7.0
Station,2009,stn,stn_14006,Training,CA,11,402462.7683,3795780.371,0,2013-12-12 00:00:00,3940.17,2009-12-10 22:16:00,2009-12-13 04:23:00,54.133,98.0,1.81,15.2,10.4,9.2,0.16256,0.768881836,0.520620056,0.1499999,3.8,5.2,9.2
Station,2009,stn,stn_14043,Training,CA,11,403192.7683,3795205.371,0,2013-12-12 00:00:00,3107.25,2009-12-10 22:16:00,2009-12-13 04:23:00,54.133,98.0,1.81,15.2,10.4,9.2,0.0685238,0.448703346,0.320613556,0.15,3.8,5.2,9.2
Station,2009,stn,stn_14043,Training,CA,11,403192.7683,3795205.371,0,2013-11-13 00:00:00,3107.25,2009-11-12 22:25:00,2009-11-12 23:51:00,1.45,7.8,5.38,9.6,8.4,7.0,0.0685238,0.448703346,0.320613556,0.15,2.4,4.2,7.0
Station,2009,stn,stn_14070,Training,CA,11,391825.2683,3795192.871,1,2014-01-18 00:00:00,884.579096,2010-01-17 15:58:00,2010-01-18 15:53:00,23.933,51.2,2.14,19.2,15.6,12.6,0.02979,0.611902695,0.30593866,0.24,4.8,7.8,12.6
Station,2009,stn,stn_14072,Training,CA,11,392052.7683,3795425.371,0,2013-12-12 00:00:00,3662.93,2009-12-11 15:01:00,2009-12-13 05:01:00,38.017,26.4,0.69,5.6,4.0,3.6,0.8397334,0.806213913,0.44937616,0.228009,1.4,2.0,3.6
Station,2009,stn,stn_14162,Training,CA,11,391232.7683,3795170.371,0,2014-01-18 00:00:00,1598.56,2010-01-17 15:58:00,2010-01-18 15:53:00,23.933,51.2,2.14,19.2,15.6,12.6,0.4243369,0.73354332,0.353986755,0.2399999,4.8,7.8,12.6
Station,2009,stn,stn_14162,Training,CA,11,391232.7683,3795170.371,0,2014-01-20 00:00:00,1598.56,2010-01-20 04:11:00,2010-01-20 18:17:00,14.117,42.8,3.03,16.0,11.6,9.8,0.4243369,0.73354332,0.353986755,0.2399999,4.0,5.8,9.8
Station,2009,stn,stn_14162,Training,CA,11,391232.7683,3795170.371,0,2014-01-23 00:00:00,1598.56,2010-01-21 04:06:00,2010-01-22 18:08:00,38.033,42.0,1.1,12.0,8.4,6.6,0.4243369,0.73354332,0.353986755,0.2399999,3.0,4.2,6.6
Station,2009,stn,stn_14162,Training,CA,11,391232.7683,3795170.371,0,2013-12-12 00:00:00,3743.53,2009-12-11 15:01:00,2009-12-13 05:01:00,38.017,26.4,0.69,5.6,4.0,3.6,0.4243369,0.73354332,0.353986755,0.2399999,1.4,2.0,3.6
Station,2009,stn,stn_14188,Training,CA,11,385562.7683,3795385.371,1,2013-12-12 00:00:00,1331.73,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,0.1009409,0.97832283,0.289474823,0.24,4.6,7.0,10.2
Station,2009,stn,stn_14188,Training,CA,11,385562.7683,3795385.371,1,2014-01-18 00:00:00,1331.73,2010-01-17 15:41:00,2010-01-18 15:18:00,23.617,81.8,3.46,20.0,18.4,17.6,0.1009409,0.97832283,0.289474823,0.24,5.0,9.2,17.6
Station,2009,stn,stn_14192,Training,CA,11,402557.7683,3795160.371,0,2013-12-12 00:00:00,3235.59,2009-12-10 22:16:00,2009-12-13 04:23:00,54.133,98.0,1.81,15.2,10.4,9.2,1.4548157,0.587922173,0.539200317,0.1500001,3.8,5.2,9.2
Station,2009,stn,stn_14192,Training,CA,11,402557.7683,3795160.371,0,2013-11-13 00:00:00,3235.59,2009-11-12 22:25:00,2009-11-12 23:51:00,1.45,7.8,5.38,9.6,8.4,7.0,1.4548157,0.587922173,0.539200317,0.1500001,2.4,4.2,7.0
Station,2009,stn,stn_14210,Training,CA,11,392317.7683,3795095.371,1,2014-01-18 00:00:00,613.240048,2010-01-17 15:58:00,2010-01-18 15:53:00,23.933,51.2,2.14,19.2,15.6,12.6,0.5359769,0.84356163,0.459069672,0.221223,4.8,7.8,12.6
Station,2009,stn,stn_14210,Training,CA,11,392317.7683,3795095.371,0,2013-12-12 00:00:00,3225.14,2009-12-11 15:01:00,2009-12-13 05:01:00,38.017,26.4,0.69,5.6,4.0,3.6,0.5359769,0.84356163,0.459069672,0.221223,1.4,2.0,3.6
Station,2009,stn,stn_14250,Training,CA,11,392382.7683,3795040.371,1,2014-01-18 00:00:00,660.825385,2010-01-17 15:58:00,2010-01-18 15:53:00,23.933,51.2,2.14,19.2,15.6,12.6,0.45543,0.860787048,0.458402466,0.2178507,4.8,7.8,12.6
Station,2009,stn,stn_14282,Training,CA,11,390810.2683,3795035.371,0,2013-12-12 00:00:00,3829.51,2009-12-11 15:01:00,2009-12-13 05:01:00,38.017,26.4,0.69,5.6,4.0,3.6,0.0422826,0.750792847,0.384168427,0.24,1.4,2.0,3.6
Station,2009,stn,stn_14332,Training,CA,11,392252.7683,3795000.371,1,2014-01-18 00:00:00,754.575268,2010-01-17 15:58:00,2010-01-18 15:53:00,23.933,51.2,2.14,19.2,15.6,12.6,0.066925,0.910439377,0.562347046,0.2400001,4.8,7.8,12.6
Station,2009,stn,stn_14383,Training,CA,11,386042.7683,3794995.371,1,2013-12-12 00:00:00,551.977351,2009-12-10 22:03:00,2009-12-13 04:46:00,54.717,93.0,1.7,18.4,14.0,10.2,1.2031682,0.69246788,0.290926025,0.2399999,4.6,7.0,10.2
Station,2009,stn,stn_14383,Training,CA,11,386042.7683,3794995.371,1,2014-01-18 00:00:00,551.977351,2010-01-17 15:41:00,2010-01-18 15:18:00,23.617,81.8,3.46,20.0,18.4,17.6,1.2031682,0.69246788,0.290926025,0.2399999,5.0,9.2,17.6
Station,2009,stn,stn_14383,Training,CA,11,386042.7683,3794995.371,0,2014-01-20 00:00:00,551.977351,2010-01-19 10:27:00,2010-01-20 19:03:00,32.6,78.4,2.4,16.8,13.6,10.4,1.2031682,0.69246788,0.290926025,0.2399999,4.2,6.8,10.4
Station,2009,stn,stn_14398,Training,CA,11,392242.7683,3794920.371,1,2014-01-18 00:00:00,842.080337,2010-01-17 15:58:00,2010-01-18 15:53:00,23.933,51.2,2.14,19.2,15.6,12.6,0.0313429,0.885258713,0.588345764,0.2400001,4.8,7.8,12.6
Station,2009,stn,stn_14422,Training,CA,11,403390.2683,3794862.871,0,2013-12-12 00:00:00,2728.04,2009-12-10 22:16:00,2009-12-13 04:23:00,54.133,98.0,1.81,15.2,10.4,9.2,0.2789273,0.44440876,0.314694946,0.1499999,3.8,5.2,9.2
Station,2009,stn,stn_14422,Training,CA,11,403390.2683,3794862.871,0,2013-11-13 00:00:00,2728.04,2009-11-12 22:25:00,2009-11-12 23:51:00,1.45,7.8,5.38,9.6,8.4,7.0,0.2789273,0.44440876,0.314694946,0.1499999,2.4,4.2,7.0
Station,2009,stn,stn_14455,Training,CA,11,387182.7683,3794955.371,0,2014-01-18 00:00:00,892.831408,2010-01-17 15:41:00,2010-01-18 15:18:00,23.617,81.8,3.46,20.0,18.4,17.6,4.9775791,0.729904861,0.257289856,0.2400002,5.0,9.2,17.6
